Year_Month,Year,Month,Month_Name,Cohort_ID,City_Tier,Monthly_Income_INR,Essential_Groceries_INR,Essential_Rent_INR,Essential_Utilities_INR,Essential_Healthcare_INR,Essential_Education_INR,Discretionary_Dining_INR,Discretionary_Shopping_INR,Discretionary_Entertainment_INR,Festive_Seasonal_Expense_INR,Total_Monthly_Expenses_INR,Monthly_Savings_INR,Inflation_CPI_Pct,Festival_Season_Flag
2021-03,2021,3,Mar,COHORT_010,Tier 3,125000,20400,22500,6200,5000,5000,10300,7600,3800,29296,110096,14904,4.79,1
2021-04,2021,4,Apr,COHORT_010,Tier 3,125000,21300,22500,6200,3500,5000,5500,3800,4400,0,72200,52800,4.77,0
2021-05,2021,5,May,COHORT_010,Tier 3,125000,19200,22500,8800,4200,5000,7700,6400,3200,0,77000,48000,5.02,0
2021-06,2021,6,Jun,COHORT_010,Tier 3,125000,18900,22500,8800,3100,12500,6200,6300,3000,0,81300,43700,5.28,0
2021-07,2021,7,Jul,COHORT_010,Tier 3,125000,18400,22500,8800,4800,12500,8400,5000,3400,0,83800,41200,5.22,0
2021-08,2021,8,Aug,COHORT_010,Tier 3,125000,19800,22500,6200,3800,5000,7000,6200,3800,0,74300,50700,5.14,0
2021-09,2021,9,Sep,COHORT_010,Tier 3,125000,21700,22500,6200,2500,5000,8100,5200,3300,0,74500,50500,5.08,0
2021-10,2021,10,Oct,COHORT_010,Tier 3,125000,18400,22500,6200,2600,5000,10500,8800,2900,19936,96836,28164,5.5,1
2021-11,2021,11,Nov,COHORT_010,Tier 3,125000,20800,22500,6200,4700,5000,8000,7300,2900,26502,103902,21098,4.85,1
2021-12,2021,12,Dec,COHORT_010,Tier 3,125000,20000,22500,6200,3800,5000,8000,4700,4300,0,74500,50500,5.39,0
2022-01,2022,1,Jan,COHORT_010,Tier 3,135000,19900,24500,6800,3400,5400,6000,6300,3500,0,75800,59200,6.33,0
2022-02,2022,2,Feb,COHORT_010,Tier 3,135000,22900,24500,6800,4200,5400,7900,5700,4000,0,81400,53600,6.72,0
2022-03,2022,3,Mar,COHORT_010,Tier 3,135000,23700,24500,6800,3300,5400,8700,8900,3000,32615,116915,18085,6.31,1
2022-04,2022,4,Apr,COHORT_010,Tier 3,135000,19600,24500,6800,4900,5400,6700,6400,4200,0,78500,56500,7.04,0
2022-05,2022,5,May,COHORT_010,Tier 3,135000,20700,24500,9400,2700,5400,9100,4700,4000,0,80500,54500,6.33,0
2022-06,2022,6,Jun,COHORT_010,Tier 3,135000,19800,24500,9400,5200,13500,8200,5000,5000,0,90600,44400,6.99,0
2022-07,2022,7,Jul,COHORT_010,Tier 3,135000,21400,24500,9400,5100,13500,5500,5600,3500,0,88500,46500,6.79,0
2022-08,2022,8,Aug,COHORT_010,Tier 3,135000,21100,24500,6800,5400,5400,6000,7400,4200,0,80800,54200,6.98,0
2022-09,2022,9,Sep,COHORT_010,Tier 3,135000,20700,24500,6800,2800,5400,7900,4800,4800,0,77700,57300,6.99,0
2022-10,2022,10,Oct,COHORT_010,Tier 3,135000,18900,24500,6800,4600,5400,12500,6900,3000,31709,114309,20691,6.51,1
2022-11,2022,11,Nov,COHORT_010,Tier 3,135000,23100,24500,6800,4300,5400,9400,9900,5000,16203,104603,30397,6.6,1
2022-12,2022,12,Dec,COHORT_010,Tier 3,135000,22400,24500,6800,4000,5400,6500,6400,3800,0,79800,55200,6.3,0
2023-01,2023,1,Jan,COHORT_010,Tier 3,145000,24700,26000,7200,4000,5800,10000,6000,3200,0,86900,58100,5.71,0
2023-02,2023,2,Feb,COHORT_010,Tier 3,145000,23300,26000,7200,3400,5800,7100,5300,5000,0,83100,61900,5.13,0
2023-03,2023,3,Mar,COHORT_010,Tier 3,145000,24600,26000,7200,4000,5800,7400,5900,3400,33951,118251,26749,5.13,1
2023-04,2023,4,Apr,COHORT_010,Tier 3,145000,25900,26000,7200,5300,5800,6700,6900,4900,0,88700,56300,5.74,0
2023-05,2023,5,May,COHORT_010,Tier 3,145000,23400,26000,10200,5600,5800,9400,8200,3700,0,92300,52700,5.15,0
2023-06,2023,6,Jun,COHORT_010,Tier 3,145000,21700,26000,10200,3000,14500,6400,7500,5200,0,94500,50500,5.65,0
2023-07,2023,7,Jul,COHORT_010,Tier 3,145000,20800,26000,10200,5400,14500,6000,7700,4600,0,95200,49800,5.68,0
2023-08,2023,8,Aug,COHORT_010,Tier 3,145000,22300,26000,7200,4900,5800,10000,4400,4700,0,85300,59700,5.4,0
2023-09,2023,9,Sep,COHORT_010,Tier 3,145000,22000,26000,7200,4800,5800,6600,8100,5600,0,86100,58900,5.43,0
2023-10,2023,10,Oct,COHORT_010,Tier 3,145000,24900,26000,7200,5600,5800,14300,10700,5300,30815,130615,14385,5.5,1
2023-11,2023,11,Nov,COHORT_010,Tier 3,145000,22100,26000,7200,4900,5800,12800,10300,5600,32257,126957,18043,5.7,1
2023-12,2023,12,Dec,COHORT_010,Tier 3,145000,23100,26000,7200,3600,5800,8700,6900,4800,0,86100,58900,5.68,0
2024-01,2024,1,Jan,COHORT_010,Tier 3,155000,26400,28000,7800,3400,6200,7500,8900,5400,0,93600,61400,5.05,0
2024-02,2024,2,Feb,COHORT_010,Tier 3,155000,26000,28000,7800,6200,6200,6600,6000,6000,0,92800,62200,4.4,0
2024-03,2024,3,Mar,COHORT_010,Tier 3,155000,27400,28000,7800,4000,6200,12900,10100,4700,35025,136125,18875,4.73,1
2024-04,2024,4,Apr,COHORT_010,Tier 3,155000,25800,28000,7800,4300,6200,6900,7600,5100,0,91700,63300,4.89,0
2024-05,2024,5,May,COHORT_010,Tier 3,155000,22900,28000,10900,3600,6200,8500,6700,4200,0,91000,64000,4.92,0
2024-06,2024,6,Jun,COHORT_010,Tier 3,155000,25800,28000,10900,6100,15500,9000,5300,6200,0,106800,48200,4.98,0
2024-07,2024,7,Jul,COHORT_010,Tier 3,155000,22500,28000,10900,5400,15500,9200,6400,4400,0,102300,52700,4.98,0
2024-08,2024,8,Aug,COHORT_010,Tier 3,155000,25500,28000,7800,3400,6200,9700,6700,5700,0,93000,62000,5.11,0
2024-09,2024,9,Sep,COHORT_010,Tier 3,155000,22600,28000,7800,5600,6200,10600,7500,5600,0,93900,61100,4.96,0
2024-10,2024,10,Oct,COHORT_010,Tier 3,155000,22300,28000,7800,3200,6200,16100,10100,4100,22673,120473,34527,4.92,1
2024-11,2024,11,Nov,COHORT_010,Tier 3,155000,22700,28000,7800,5500,6200,13400,12600,4500,22582,123282,31718,4.72,1
2024-12,2024,12,Dec,COHORT_010,Tier 3,155000,24300,28000,7800,4800,6200,8400,7200,4500,0,91200,63800,4.49,0
2025-01,2025,1,Jan,COHORT_010,Tier 3,165000,24300,29500,8200,6400,6600,6900,8300,6200,0,96400,68600,4.76,0
2025-02,2025,2,Feb,COHORT_010,Tier 3,165000,24000,29500,8200,5600,6600,8000,6300,3800,0,92000,73000,4.7,0
2025-03,2025,3,Mar,COHORT_010,Tier 3,165000,25900,29500,8200,4600,6600,13700,9800,4400,21103,123803,41197,4.36,1
2025-04,2025,4,Apr,COHORT_010,Tier 3,165000,25900,29500,8200,5500,6600,7400,8900,4200,0,96200,68800,4.19,0
2025-05,2025,5,May,COHORT_010,Tier 3,165000,28100,29500,11600,4600,6600,8000,9100,5800,0,103300,61700,4.53,0
2025-06,2025,6,Jun,COHORT_010,Tier 3,165000,27800,29500,11600,5100,16500,8000,7300,3400,0,109200,55800,4.63,0
2025-07,2025,7,Jul,COHORT_010,Tier 3,165000,26000,29500,11600,5300,16500,8900,5400,4900,0,108100,56900,4.57,0
2025-08,2025,8,Aug,COHORT_010,Tier 3,165000,24200,29500,8200,5200,6600,7100,9000,4000,0,93800,71200,4.86,0
2025-09,2025,9,Sep,COHORT_010,Tier 3,165000,25500,29500,8200,3900,6600,8100,6000,5300,0,93100,71900,4.21,0
2025-10,2025,10,Oct,COHORT_010,Tier 3,165000,27100,29500,8200,5000,6600,14700,9000,3500,35076,138676,26324,4.83,1
2025-11,2025,11,Nov,COHORT_010,Tier 3,165000,29300,29500,8200,5000,6600,15000,7700,4500,25351,131151,33849,4.59,1
2025-12,2025,12,Dec,COHORT_010,Tier 3,165000,23200,29500,8200,3900,6600,7900,6600,6000,0,91900,73100,4.45,0
2021-01,2021,1,Jan,COHORT_011,Tier 3,101000,17400,18000,5000,2200,4000,6500,5300,3400,0,61800,39200,5.32,0
2021-02,2021,2,Feb,COHORT_011,Tier 3,101000,17300,18000,5000,3900,4000,4800,5700,3500,0,62200,38800,5.5,0
2021-03,2021,3,Mar,COHORT_011,Tier 3,101000,16700,18000,5000,2600,4000,8000,7200,3200,23776,88476,12524,4.81,1
2021-04,2021,4,Apr,COHORT_011,Tier 3,101000,16900,18000,5000,3200,4000,4900,4100,3900,0,60000,41000,4.77,0
2021-05,2021,5,May,COHORT_011,Tier 3,101000,17200,18000,7100,2400,4000,6600,5500,3800,0,64600,36400,5.16,0
2021-06,2021,6,Jun,COHORT_011,Tier 3,101000,15300,18000,7100,3800,10100,4900,3800,2300,0,65300,35700,5.37,0
2021-07,2021,7,Jul,COHORT_011,Tier 3,101000,15100,18000,7100,3300,10100,5800,5100,3800,0,68300,32700,5.49,0
2021-08,2021,8,Aug,COHORT_011,Tier 3,101000,15300,18000,5000,2900,4000,7000,5800,3200,0,61200,39800,5.43,0
2021-09,2021,9,Sep,COHORT_011,Tier 3,101000,17100,18000,5000,2000,4000,4900,5600,3700,0,60300,40700,4.97,0
2021-10,2021,10,Oct,COHORT_011,Tier 3,101000,16400,18000,5000,3600,4000,7400,6600,3300,17107,81407,19593,4.93,1
2021-11,2021,11,Nov,COHORT_011,Tier 3,101000,17700,18000,5000,2400,4000,8600,5300,3400,12954,77354,23646,5.5,1
2021-12,2021,12,Dec,COHORT_011,Tier 3,101000,18100,18000,5000,3500,4000,5700,3500,2200,0,60000,41000,4.78,0
2022-01,2022,1,Jan,COHORT_011,Tier 3,109000,19100,19500,5400,3300,4400,6700,4200,2500,0,65100,43900,7.09,0
2022-02,2022,2,Feb,COHORT_011,Tier 3,109000,19500,19500,5400,3100,4400,7300,4500,4100,0,67800,41200,6.6,0
2022-03,2022,3,Mar,COHORT_011,Tier 3,109000,16200,19500,5400,3600,4400,8600,3900,4200,17266,83066,25934,6.84,1
2022-04,2022,4,Apr,COHORT_011,Tier 3,109000,16100,19500,5400,2900,4400,7100,3400,2900,0,61700,47300,6.96,0
2022-05,2022,5,May,COHORT_011,Tier 3,109000,15300,19500,7600,3600,4400,6400,6000,3800,0,66600,42400,6.87,0
2022-06,2022,6,Jun,COHORT_011,Tier 3,109000,17700,19500,7600,4000,10900,5200,4500,3800,0,73200,35800,6.65,0
2022-07,2022,7,Jul,COHORT_011,Tier 3,109000,16200,19500,7600,3500,10900,7600,5500,2600,0,73400,35600,6.84,0
2022-08,2022,8,Aug,COHORT_011,Tier 3,109000,17900,19500,5400,4000,4400,5600,4800,3200,0,64800,44200,6.86,0
2022-09,2022,9,Sep,COHORT_011,Tier 3,109000,18100,19500,5400,2400,4400,7000,4700,4000,0,65500,43500,6.63,0
2022-10,2022,10,Oct,COHORT_011,Tier 3,109000,17000,19500,5400,2900,4400,8800,6400,3000,16532,83932,25068,6.59,1
2022-11,2022,11,Nov,COHORT_011,Tier 3,109000,17500,19500,5400,2400,4400,7100,5200,3400,18873,83773,25227,6.76,1
2022-12,2022,12,Dec,COHORT_011,Tier 3,109000,17900,19500,5400,3500,4400,7500,4200,3500,0,65900,43100,6.63,0
2023-01,2023,1,Jan,COHORT_011,Tier 3,117000,17100,21000,5800,3100,4700,5400,5600,2700,0,65400,51600,5.73,0
2023-02,2023,2,Feb,COHORT_011,Tier 3,117000,16800,21000,5800,3300,4700,7200,4200,3500,0,66500,50500,5.62,0
2023-03,2023,3,Mar,COHORT_011,Tier 3,117000,18500,21000,5800,3800,4700,5900,7300,2900,17801,87701,29299,5.59,1
2023-04,2023,4,Apr,COHORT_011,Tier 3,117000,16600,21000,5800,2500,4700,6300,5400,3300,0,65600,51400,5.31,0
2023-05,2023,5,May,COHORT_011,Tier 3,117000,19600,21000,8200,3200,4700,5700,7000,2400,0,71800,45200,5.26,0
2023-06,2023,6,Jun,COHORT_011,Tier 3,117000,18900,21000,8200,4000,11700,8100,5000,4100,0,81000,36000,5.53,0
2023-07,2023,7,Jul,COHORT_011,Tier 3,117000,18100,21000,8200,3100,11700,7200,5400,4500,0,79200,37800,5.04,0
2023-08,2023,8,Aug,COHORT_011,Tier 3,117000,19600,21000,5800,2600,4700,7600,4900,3600,0,69800,47200,5.68,0
2023-09,2023,9,Sep,COHORT_011,Tier 3,117000,18100,21000,5800,4600,4700,7000,4800,3400,0,69400,47600,5.31,0
2023-10,2023,10,Oct,COHORT_011,Tier 3,117000,18400,21000,5800,4300,4700,8100,7200,4400,24097,97997,19003,5.71,1
2023-11,2023,11,Nov,COHORT_011,Tier 3,117000,17000,21000,5800,4200,4700,9200,6000,2600,23495,93995,23005,5.5,1
2023-12,2023,12,Dec,COHORT_011,Tier 3,117000,16800,21000,5800,2900,4700,6000,6800,4600,0,68600,48400,5.34,0
2024-01,2024,1,Jan,COHORT_011,Tier 3,125000,18700,22500,6200,4000,5000,6400,6300,4600,0,73700,51300,5.15,0
2024-02,2024,2,Feb,COHORT_011,Tier 3,125000,22000,22500,6200,3700,5000,6900,4400,4500,0,75200,49800,4.56,0
2024-03,2024,3,Mar,COHORT_011,Tier 3,125000,19400,22500,6200,3600,5000,6300,5700,4200,21683,94583,30417,4.95,1
2024-04,2024,4,Apr,COHORT_011,Tier 3,125000,21200,22500,6200,4900,5000,7400,5300,2600,0,75100,49900,4.53,0
2024-05,2024,5,May,COHORT_011,Tier 3,125000,19500,22500,8800,4900,5000,7500,7400,4500,0,80100,44900,4.6,0
2024-06,2024,6,Jun,COHORT_011,Tier 3,125000,22100,22500,8800,4300,12500,8100,5000,3600,0,86900,38100,4.61,0
2024-07,2024,7,Jul,COHORT_011,Tier 3,125000,18800,22500,8800,5000,12500,6700,4800,4300,0,83400,41600,4.55,0
2024-08,2024,8,Aug,COHORT_011,Tier 3,125000,18000,22500,6200,4500,5000,7400,3800,4000,0,71400,53600,5.14,0
2024-09,2024,9,Sep,COHORT_011,Tier 3,125000,22100,22500,6200,3700,5000,8000,7400,3100,0,78000,47000,4.82,0
2024-10,2024,10,Oct,COHORT_011,Tier 3,125000,21300,22500,6200,3700,5000,7600,9200,4400,20699,100599,24401,5.01,1
2024-11,2024,11,Nov,COHORT_011,Tier 3,125000,22300,22500,6200,2500,5000,8600,7000,5000,25879,104979,20021,4.83,1
2024-12,2024,12,Dec,COHORT_011,Tier 3,125000,19100,22500,6200,4000,5000,5700,6300,2600,0,71400,53600,4.85,0
2025-01,2025,1,Jan,COHORT_011,Tier 3,133000,22300,24000,6600,3500,5300,7800,7800,3600,0,80900,52100,4.69,0
2025-02,2025,2,Feb,COHORT_011,Tier 3,133000,19100,24000,6600,2800,5300,6100,7800,4900,0,76600,56400,4.57,0
2025-03,2025,3,Mar,COHORT_011,Tier 3,133000,23300,24000,6600,4100,5300,7400,8100,4700,32096,115596,17404,4.14,1
2025-04,2025,4,Apr,COHORT_011,Tier 3,133000,20200,24000,6600,3400,5300,9000,4300,3700,0,76500,56500,4.61,0
2025-05,2025,5,May,COHORT_011,Tier 3,133000,22200,24000,9300,3200,5300,5300,4800,3400,0,77500,55500,4.38,0
2025-06,2025,6,Jun,COHORT_011,Tier 3,133000,21700,24000,9300,3800,13300,7800,7000,4900,0,91800,41200,4.11,0
2025-07,2025,7,Jul,COHORT_011,Tier 3,133000,22800,24000,9300,4800,13300,7400,7700,3500,0,92800,40200,4.62,0
2025-08,2025,8,Aug,COHORT_011,Tier 3,133000,23400,24000,6600,5300,5300,8000,6100,4600,0,83300,49700,4.39,0
2025-09,2025,9,Sep,COHORT_011,Tier 3,133000,22400,24000,6600,3300,5300,8200,4200,3500,0,77500,55500,4.57,0
2025-10,2025,10,Oct,COHORT_011,Tier 3,133000,21300,24000,6600,2800,5300,9300,9600,4700,23887,107487,25513,4.65,1
2025-11,2025,11,Nov,COHORT_011,Tier 3,133000,20400,24000,6600,3400,5300,13100,7600,3400,29575,113375,19625,4.53,1
2025-12,2025,12,Dec,COHORT_011,Tier 3,133000,22600,24000,6600,4700,5300,5400,7400,3800,0,79800,53200,4.75,0
2021-01,2021,1,Jan,COHORT_012,Tier 3,43000,7700,7500,2200,1400,1700,2500,1500,900,0,25400,17600,4.92,0
2021-02,2021,2,Feb,COHORT_012,Tier 3,43000,6600,7500,2200,1400,1700,2500,1500,1100,0,24500,18500,5.29,0
2021-03,2021,3,Mar,COHORT_012,Tier 3,43000,6700,7500,2200,1100,1700,2400,2100,1000,10284,34984,8016,5.03,1
2021-04,2021,4,Apr,COHORT_012,Tier 3,43000,7400,7500,2200,1400,1700,2300,2400,1700,0,26600,16400,4.89,0
2021-05,2021,5,May,COHORT_012,Tier 3,43000,7300,7500,3000,1000,1700,2800,2400,1200,0,26900,16100,5.2,0
2021-06,2021,6,Jun,COHORT_012,Tier 3,43000,6700,7500,3000,1500,4300,2200,1300,1500,0,28000,15000,5.42,0
2021-07,2021,7,Jul,COHORT_012,Tier 3,43000,7400,7500,3000,1100,4300,1800,2200,1100,0,28400,14600,4.8,0
2021-08,2021,8,Aug,COHORT_012,Tier 3,43000,7500,7500,2200,1000,1700,1900,2200,1200,0,25200,17800,4.8,0
2021-09,2021,9,Sep,COHORT_012,Tier 3,43000,6400,7500,2200,1600,1700,2000,2500,900,0,24800,18200,5.34,0
2021-10,2021,10,Oct,COHORT_012,Tier 3,43000,6000,7500,2200,1700,1700,3500,3100,1600,6385,33685,9315,5.13,1
2021-11,2021,11,Nov,COHORT_012,Tier 3,43000,6000,7500,2200,1300,1700,3600,2800,1000,8888,34988,8012,5.11,1
2021-12,2021,12,Dec,COHORT_012,Tier 3,43000,6100,7500,2200,1700,1700,2200,1700,1500,0,24600,18400,5.4,0
2022-01,2022,1,Jan,COHORT_012,Tier 3,46000,6900,8500,2300,1000,1800,3000,2000,1500,0,27000,19000,6.86,0
2022-02,2022,2,Feb,COHORT_012,Tier 3,46000,7300,8500,2300,900,1800,3200,2200,1000,0,27200,18800,6.76,0
2022-03,2022,3,Mar,COHORT_012,Tier 3,46000,7300,8500,2300,1200,1800,3300,2200,1700,10116,38416,7584,6.52,1
2022-04,2022,4,Apr,COHORT_012,Tier 3,46000,8200,8500,2300,1800,1800,3100,1900,1500,0,29100,16900,7.05,0
2022-05,2022,5,May,COHORT_012,Tier 3,46000,7100,8500,3200,1500,1800,3000,1700,1300,0,28100,17900,6.63,0
2022-06,2022,6,Jun,COHORT_012,Tier 3,46000,8200,8500,3200,900,4600,2800,1500,1100,0,30800,15200,6.43,0
2022-07,2022,7,Jul,COHORT_012,Tier 3,46000,6600,8500,3200,1100,4600,2200,1900,1100,0,29200,16800,6.7,0
2022-08,2022,8,Aug,COHORT_012,Tier 3,46000,7300,8500,2300,1800,1800,1900,1500,1500,0,26600,19400,6.33,0
2022-09,2022,9,Sep,COHORT_012,Tier 3,46000,7100,8500,2300,1100,1800,2900,2700,1000,0,27400,18600,6.42,0
2022-10,2022,10,Oct,COHORT_012,Tier 3,46000,7800,8500,2300,1200,1800,3900,2100,1000,10858,39458,6542,6.74,1
2022-11,2022,11,Nov,COHORT_012,Tier 3,46000,7900,8500,2300,1800,1800,4100,3400,1400,8859,40059,5941,6.48,1
2022-12,2022,12,Dec,COHORT_012,Tier 3,46000,6700,8500,2300,1700,1800,3100,2500,1500,0,28100,17900,6.7,0
2023-01,2023,1,Jan,COHORT_012,Tier 3,49000,7500,9000,2400,1400,2000,2200,2600,1600,0,28700,20300,5.21,0
2023-02,2023,2,Feb,COHORT_012,Tier 3,49000,7600,9000,2400,1900,2000,2700,2800,1400,0,29800,19200,5.1,0
2023-03,2023,3,Mar,COHORT_012,Tier 3,49000,7300,9000,2400,2000,2000,3700,2100,1000,11617,41117,7883,5.77,1
2023-04,2023,4,Apr,COHORT_012,Tier 3,49000,8400,9000,2400,1300,2000,2600,2900,1200,0,29800,19200,5.53,0
2023-05,2023,5,May,COHORT_012,Tier 3,49000,6900,9000,3400,1500,2000,2200,2500,1000,0,28500,20500,5.21,0
2023-06,2023,6,Jun,COHORT_012,Tier 3,49000,8300,9000,3400,1300,4900,2500,1700,1200,0,32300,16700,5.51,0
2023-07,2023,7,Jul,COHORT_012,Tier 3,49000,7900,9000,3400,1400,4900,2300,1600,1500,0,32000,17000,5.19,0
2023-08,2023,8,Aug,COHORT_012,Tier 3,49000,7900,9000,2400,1300,2000,2400,2600,1800,0,29400,19600,5.47,0
2023-09,2023,9,Sep,COHORT_012,Tier 3,49000,8300,9000,2400,1700,2000,2800,1800,1800,0,29800,19200,5.42,0
2023-10,2023,10,Oct,COHORT_012,Tier 3,49000,8500,9000,2400,1800,2000,4900,2300,1700,8222,40822,8178,5.57,1
2023-11,2023,11,Nov,COHORT_012,Tier 3,49000,7300,9000,2400,1500,2000,4400,3800,1500,8178,40078,8922,5.3,1
2023-12,2023,12,Dec,COHORT_012,Tier 3,49000,8400,9000,2400,1900,2000,3100,2900,1800,0,31500,17500,5.56,0
2024-01,2024,1,Jan,COHORT_012,Tier 3,53000,7800,9500,2600,1100,2100,2900,2500,1500,0,30000,23000,5.18,0
2024-02,2024,2,Feb,COHORT_012,Tier 3,53000,8000,9500,2600,1900,2100,3000,2600,2000,0,31700,21300,4.64,0
2024-03,2024,3,Mar,COHORT_012,Tier 3,53000,7800,9500,2600,1900,2100,4000,2900,2100,12664,45564,7436,4.69,1
2024-04,2024,4,Apr,COHORT_012,Tier 3,53000,9400,9500,2600,1500,2100,2500,2800,1700,0,32100,20900,5.15,0
2024-05,2024,5,May,COHORT_012,Tier 3,53000,8900,9500,3700,1600,2100,2200,2800,1900,0,32700,20300,5.17,0
2024-06,2024,6,Jun,COHORT_012,Tier 3,53000,8800,9500,3700,1900,5300,3000,2100,1800,0,36100,16900,4.96,0
2024-07,2024,7,Jul,COHORT_012,Tier 3,53000,8000,9500,3700,1900,5300,3100,2200,1300,0,35000,18000,4.61,0
2024-08,2024,8,Aug,COHORT_012,Tier 3,53000,7600,9500,2600,1600,2100,3000,2000,1700,0,30100,22900,4.48,0
2024-09,2024,9,Sep,COHORT_012,Tier 3,53000,8500,9500,2600,1300,2100,3400,1700,1600,0,30700,22300,4.78,0
2024-10,2024,10,Oct,COHORT_012,Tier 3,53000,9000,9500,2600,1500,2100,4600,3000,1500,10148,43948,9052,4.62,1
2024-11,2024,11,Nov,COHORT_012,Tier 3,53000,7600,9500,2600,1400,2100,4400,3000,1800,12564,44964,8036,4.94,1
2024-12,2024,12,Dec,COHORT_012,Tier 3,53000,9000,9500,2600,2100,2100,3300,2700,1100,0,32400,20600,4.72,0
2025-01,2025,1,Jan,COHORT_012,Tier 3,56000,8300,10000,2800,1300,2200,3800,3100,1600,0,33100,22900,4.85,0
2025-02,2025,2,Feb,COHORT_012,Tier 3,56000,7900,10000,2800,2200,2200,2800,2900,1900,0,32700,23300,4.85,0
2025-03,2025,3,Mar,COHORT_012,Tier 3,56000,9100,10000,2800,1600,2200,4400,2700,1700,9771,44271,11729,4.47,1
2025-04,2025,4,Apr,COHORT_012,Tier 3,56000,8300,10000,2800,2100,2200,2300,3200,2100,0,33000,23000,4.19,0
2025-05,2025,5,May,COHORT_012,Tier 3,56000,9400,10000,3900,1300,2200,2800,2400,1500,0,33500,22500,4.32,0
2025-06,2025,6,Jun,COHORT_012,Tier 3,56000,9200,10000,3900,2200,5600,3700,2200,1400,0,38200,17800,4.67,0
2025-07,2025,7,Jul,COHORT_012,Tier 3,56000,9100,10000,3900,1500,5600,3200,2400,1300,0,37000,19000,4.23,0
2025-08,2025,8,Aug,COHORT_012,Tier 3,56000,9500,10000,2800,2200,2200,3600,3200,2100,0,35600,20400,4.57,0
2025-09,2025,9,Sep,COHORT_012,Tier 3,56000,8000,10000,2800,1300,2200,2600,1900,1500,0,30300,25700,4.44,0
2025-10,2025,10,Oct,COHORT_012,Tier 3,56000,10000,10000,2800,1300,2200,5100,3800,1400,11875,48475,7525,4.3,1
2025-11,2025,11,Nov,COHORT_012,Tier 3,56000,9900,10000,2800,2000,2200,3800,3200,1900,12222,48022,7978,4.84,1
2025-12,2025,12,Dec,COHORT_012,Tier 3,56000,10000,10000,2800,2000,2200,3400,1900,1300,0,33600,22400,4.56,0
2021-01,2021,1,Jan,COHORT_013,Tier 3,100000,17400,18000,5000,3700,4000,5300,3200,2700,0,59300,40700,4.8,0
2021-02,2021,2,Feb,COHORT_013,Tier 3,100000,16700,18000,5000,4000,4000,5300,5500,2800,0,61300,38700,4.79,0
2021-03,2021,3,Mar,COHORT_013,Tier 3,100000,15300,18000,5000,3900,4000,6700,5700,2800,20459,81859,18141,5.42,1
2021-04,2021,4,Apr,COHORT_013,Tier 3,100000,16000,18000,5000,2800,4000,6300,3300,3500,0,58900,41100,4.75,0
2021-05,2021,5,May,COHORT_013,Tier 3,100000,14700,18000,7000,2500,4000,6100,5300,3900,0,61500,38500,5.25,0
2021-06,2021,6,Jun,COHORT_013,Tier 3,100000,14100,18000,7000,2300,10000,5900,5500,3300,0,66100,33900,5.41,0
2021-07,2021,7,Jul,COHORT_013,Tier 3,100000,14900,18000,7000,3300,10000,6700,4600,3100,0,67600,32400,4.93,0
2021-08,2021,8,Aug,COHORT_013,Tier 3,100000,16600,18000,5000,2700,4000,4900,5600,3900,0,60700,39300,5.11,0
2021-09,2021,9,Sep,COHORT_013,Tier 3,100000,15300,18000,5000,3900,4000,4900,5500,2600,0,59200,40800,5.31,0
2021-10,2021,10,Oct,COHORT_013,Tier 3,100000,16500,18000,5000,3800,4000,6800,6700,3900,20707,85407,14593,5.05,1
2021-11,2021,11,Nov,COHORT_013,Tier 3,100000,15300,18000,5000,3500,4000,7800,7000,2200,24603,87403,12597,5.5,1
2021-12,2021,12,Dec,COHORT_013,Tier 3,100000,14900,18000,5000,3200,4000,4400,3900,2200,0,55600,44400,5.39,0
2022-01,2022,1,Jan,COHORT_013,Tier 3,108000,18600,19500,5400,3800,4300,5000,3900,3900,0,64400,43600,7.07,0
2022-02,2022,2,Feb,COHORT_013,Tier 3,108000,18000,19500,5400,4000,4300,6000,5200,2800,0,65200,42800,6.53,0
2022-03,2022,3,Mar,COHORT_013,Tier 3,108000,17600,19500,5400,2300,4300,8900,4000,2800,24139,88939,19061,6.49,1
2022-04,2022,4,Apr,COHORT_013,Tier 3,108000,17800,19500,5400,2400,4300,7400,3500,3200,0,63500,44500,6.83,0
2022-05,2022,5,May,COHORT_013,Tier 3,108000,17000,19500,7600,4200,4300,6600,5500,3900,0,68600,39400,6.43,0
2022-06,2022,6,Jun,COHORT_013,Tier 3,108000,19200,19500,7600,2300,10800,4900,5800,2800,0,72900,35100,6.84,0
2022-07,2022,7,Jul,COHORT_013,Tier 3,108000,17300,19500,7600,2200,10800,4700,3400,2500,0,68000,40000,6.53,0
2022-08,2022,8,Aug,COHORT_013,Tier 3,108000,19400,19500,5400,3000,4300,7200,3500,3600,0,65900,42100,6.4,0
2022-09,2022,9,Sep,COHORT_013,Tier 3,108000,15800,19500,5400,3000,4300,5100,3900,3100,0,60100,47900,6.42,0
2022-10,2022,10,Oct,COHORT_013,Tier 3,108000,17800,19500,5400,2500,4300,11300,5000,3100,17879,86779,21221,6.59,1
2022-11,2022,11,Nov,COHORT_013,Tier 3,108000,16900,19500,5400,3500,4300,9600,8700,2300,15623,85823,22177,7.08,1
2022-12,2022,12,Dec,COHORT_013,Tier 3,108000,17000,19500,5400,2300,4300,4500,6200,4300,0,63500,44500,7.04,0
